datetime_ist,timestamp,open,high,low,close,volume
2024-12-03 08:00:00+05:30,1733198400.0,846.65,856.55,845.7,853.2,6152144
2024-12-03 12:00:00+05:30,1733209200.0,853.35,854.9,852.4,853.95,4654563
2024-12-04 08:00:00+05:30,1733284800.0,854.0,859.0,850.3,854.05,3547743
2024-12-04 12:00:00+05:30,1733295600.0,854.3,864.0,852.55,859.7,6628761
2024-12-05 08:00:00+05:30,1733371200.0,859.25,870.0,855.6,867.3,5349354
2024-12-05 12:00:00+05:30,1733382000.0,867.35,871.45,860.05,865.45,8759004
2024-12-06 08:00:00+05:30,1733457600.0,863.4,875.25,857.1,865.5,9119647
2024-12-06 12:00:00+05:30,1733468400.0,865.35,868.0,862.45,863.65,4584096
2024-12-09 08:00:00+05:30,1733716800.0,864.55,866.5,859.15,864.2,3872210
2024-12-09 12:00:00+05:30,1733727600.0,864.15,864.5,857.0,858.05,4978278
2024-12-10 08:00:00+05:30,1733803200.0,858.9,864.3,858.8,862.4,2312810
2024-12-10 12:00:00+05:30,1733814000.0,862.4,868.9,860.0,867.5,4398790
2024-12-11 08:00:00+05:30,1733889600.0,866.6,869.7,863.5,864.05,3038754
2024-12-11 12:00:00+05:30,1733900400.0,864.2,864.5,861.0,861.6,3488255
2024-12-12 08:00:00+05:30,1733976000.0,862.0,862.0,851.3,852.95,3400982
2024-12-12 12:00:00+05:30,1733986800.0,852.9,854.7,851.15,853.7,5027906
2024-12-13 08:00:00+05:30,1734062400.0,848.3,854.5,835.05,852.55,4346827
2024-12-13 12:00:00+05:30,1734073200.0,852.6,862.9,848.55,861.55,4443907
2024-12-16 08:00:00+05:30,1734321600.0,859.2,866.4,857.8,859.35,3273799
2024-12-16 12:00:00+05:30,1734332400.0,859.35,863.0,859.05,860.95,2805636
2024-12-17 08:00:00+05:30,1734408000.0,860.8,861.9,849.75,852.75,3525153
2024-12-17 12:00:00+05:30,1734418800.0,852.75,854.25,847.05,850.55,4894202
2024-12-18 08:00:00+05:30,1734494400.0,845.6,850.25,840.0,840.0,2652058
2024-12-18 12:00:00+05:30,1734505200.0,840.25,843.4,837.0,838.15,5035398
2024-12-19 08:00:00+05:30,1734580800.0,822.1,838.0,820.55,833.1,4454197
2024-12-19 12:00:00+05:30,1734591600.0,833.1,834.5,828.35,832.8,3544602
2024-12-20 08:00:00+05:30,1734667200.0,829.3,834.55,824.65,826.3,2511770
2024-12-20 12:00:00+05:30,1734678000.0,826.3,826.8,810.0,812.0,7106728
2024-12-23 08:00:00+05:30,1734926400.0,817.9,824.0,812.3,822.45,2388793
2024-12-23 12:00:00+05:30,1734937200.0,822.45,823.4,818.6,821.15,1922484
2024-12-24 08:00:00+05:30,1735012800.0,820.4,824.75,814.0,814.7,2621736
2024-12-24 12:00:00+05:30,1735023600.0,814.7,816.65,809.2,812.05,7633359
2024-12-26 08:00:00+05:30,1735185600.0,821.05,822.85,811.1,811.75,3156524
2024-12-26 12:00:00+05:30,1735196400.0,811.8,814.9,808.0,812.45,4502278
2024-12-27 08:00:00+05:30,1735272000.0,813.75,815.8,809.45,810.0,3217260
2024-12-27 12:00:00+05:30,1735282800.0,810.0,810.55,797.25,799.65,6890233
2024-12-30 08:00:00+05:30,1735531200.0,795.8,807.85,793.85,799.35,5367301
2024-12-30 12:00:00+05:30,1735542000.0,799.6,801.2,785.0,788.3,15528001
2024-12-31 08:00:00+05:30,1735617600.0,792.9,796.15,790.5,794.5,2407137
2024-12-31 12:00:00+05:30,1735628400.0,794.3,799.2,793.0,794.95,5842046
2025-01-01 08:00:00+05:30,1735704000.0,795.45,797.25,789.6,794.0,3524695
2025-01-01 12:00:00+05:30,1735714800.0,794.0,798.6,791.6,793.2,3393186
2025-01-02 08:00:00+05:30,1735790400.0,793.65,794.4,787.2,790.15,3518703
2025-01-02 12:00:00+05:30,1735801200.0,790.25,802.35,790.25,802.25,7448588
2025-01-03 08:00:00+05:30,1735876800.0,808.1,809.5,796.95,797.45,6517098
